city,date,aqi,pm2_5,pm10,no2,co,dominant_pollutant
London,2016-12-23,25,25,21.0,26.1,3.9,pm25
New York,2016-12-23,20,20,,,,pm25
Delhi,2016-12-24,306,306,,,,pm25
London,2016-12-24,25,25,21.0,26.1,3.9,pm25
New York,2016-12-24,20,20,,,,pm25
Delhi,2016-12-25,306,306,,,,pm25
London,2016-12-25,25,25,21.0,26.1,3.9,pm25
New York,2016-12-25,20,20,,,,pm25
Delhi,2016-12-26,306,306,,,,pm25
London,2016-12-26,25,25,21.0,26.1,3.9,pm25
New York,2016-12-26,20,20,,,,pm25
Delhi,2016-12-27,306,306,,,,pm25
London,2016-12-27,25,25,21.0,26.1,3.9,pm25
New York,2016-12-27,20,20,,,,pm25
Delhi,2016-12-28,306,306,,,,pm25
London,2016-12-28,25,25,21.0,26.1,3.9,pm25
New York,2016-12-28,20,20,,,,pm25
Delhi,2016-12-29,306,306,,,,pm25
London,2016-12-29,25,25,21.0,26.1,3.9,pm25
New York,2016-12-29,20,20,,,,pm25
Delhi,2016-12-30,306,306,,,,pm25
London,2016-12-30,25,25,21.0,26.1,3.9,pm25
New York,2016-12-30,20,20,,,,pm25
Delhi,2016-12-31,306,306,,,,pm25
London,2016-12-31,25,25,21.0,26.1,3.9,pm25
New York,2016-12-31,20,20,,,,pm25
Delhi,2017-01-01,306,306,,,,pm25
London,2017-01-01,25,25,21.0,26.1,3.9,pm25
New York,2017-01-01,20,20,,,,pm25
Delhi,2017-01-02,306,306,,,,pm25
London,2017-01-02,25,25,21.0,26.1,3.9,pm25
New York,2017-01-02,20,20,,,,pm25
Delhi,2017-01-03,306,306,,,,pm25
London,2017-01-03,25,25,21.0,26.1,3.9,pm25
New York,2017-01-03,20,20,,,,pm25
Delhi,2017-01-04,306,306,,,,pm25
London,2017-01-04,25,25,21.0,26.1,3.9,pm25
New York,2017-01-04,20,20,,,,pm25
Delhi,2017-01-05,306,306,,,,pm25
London,2017-01-05,25,25,21.0,26.1,3.9,pm25
New York,2017-01-05,20,20,,,,pm25
Delhi,2017-01-06,306,306,,,,pm25
London,2017-01-06,25,25,21.0,26.1,3.9,pm25
New York,2017-01-06,20,20,,,,pm25
Delhi,2017-01-07,306,306,,,,pm25
London,2017-01-07,25,25,21.0,26.1,3.9,pm25
New York,2017-01-07,20,20,,,,pm25
Delhi,2017-01-08,306,306,,,,pm25
London,2017-01-08,25,25,21.0,26.1,3.9,pm25
New York,2017-01-08,20,20,,,,pm25
Delhi,2017-01-09,306,306,,,,pm25
London,2017-01-09,25,25,21.0,26.1,3.9,pm25
New York,2017-01-09,20,20,,,,pm25
Delhi,2017-01-10,306,306,,,,pm25
London,2017-01-10,25,25,21.0,26.1,3.9,pm25
New York,2017-01-10,20,20,,,,pm25
Delhi,2017-01-11,306,306,,,,pm25
London,2017-01-11,25,25,21.0,26.1,3.9,pm25
New York,2017-01-11,20,20,,,,pm25
Delhi,2017-01-12,306,306,,,,pm25
London,2017-01-12,25,25,21.0,26.1,3.9,pm25
New York,2017-01-12,20,20,,,,pm25
Delhi,2017-01-13,306,306,,,,pm25
London,2017-01-13,25,25,21.0,26.1,3.9,pm25
New York,2017-01-13,20,20,,,,pm25
Delhi,2017-01-14,306,306,,,,pm25
London,2017-01-14,25,25,21.0,26.1,3.9,pm25
New York,2017-01-14,20,20,,,,pm25
Delhi,2017-01-15,306,306,,,,pm25
London,2017-01-15,25,25,21.0,26.1,3.9,pm25
New York,2017-01-15,20,20,,,,pm25
Delhi,2017-01-16,306,306,,,,pm25
London,2017-01-16,25,25,21.0,26.1,3.9,pm25
New York,2017-01-16,20,20,,,,pm25
Delhi,2017-01-17,306,306,,,,pm25
London,2017-01-17,25,25,21.0,26.1,3.9,pm25
New York,2017-01-17,20,20,,,,pm25
Delhi,2017-01-18,306,306,,,,pm25
London,2017-01-18,25,25,21.0,26.1,3.9,pm25
New York,2017-01-18,20,20,,,,pm25
Delhi,2017-01-19,306,306,,,,pm25
London,2017-01-19,25,25,21.0,26.1,3.9,pm25
New York,2017-01-19,20,20,,,,pm25
Delhi,2017-01-20,306,306,,,,pm25
London,2017-01-20,25,25,21.0,26.1,3.9,pm25
New York,2017-01-20,20,20,,,,pm25
Delhi,2017-01-21,306,306,,,,pm25
London,2017-01-21,25,25,21.0,26.1,3.9,pm25
New York,2017-01-21,20,20,,,,pm25
Delhi,2017-01-22,306,306,,,,pm25
London,2017-01-22,25,25,21.0,26.1,3.9,pm25
New York,2017-01-22,20,20,,,,pm25
Delhi,2017-01-23,306,306,,,,pm25
London,2017-01-23,25,25,21.0,26.1,3.9,pm25
New York,2017-01-23,20,20,,,,pm25
Delhi,2017-01-24,306,306,,,,pm25
London,2017-01-24,25,25,21.0,26.1,3.9,pm25
New York,2017-01-24,20,20,,,,pm25
Delhi,2017-01-25,306,306,,,,pm25
London,2017-01-25,25,25,21.0,26.1,3.9,pm25
New York,2017-01-25,20,20,,,,pm25
Delhi,2017-01-26,306,306,,,,pm25
London,2017-01-26,25,25,21.0,26.1,3.9,pm25
New York,2017-01-26,20,20,,,,pm25
Delhi,2017-01-27,306,306,,,,pm25
London,2017-01-27,25,25,21.0,26.1,3.9,pm25
New York,2017-01-27,20,20,,,,pm25
Delhi,2017-01-28,306,306,,,,pm25
London,2017-01-28,25,25,21.0,26.1,3.9,pm25
New York,2017-01-28,20,20,,,,pm25
Delhi,2017-01-29,306,306,,,,pm25
London,2017-01-29,25,25,21.0,26.1,3.9,pm25
New York,2017-01-29,20,20,,,,pm25
Delhi,2017-01-30,306,306,,,,pm25
London,2017-01-30,25,25,21.0,26.1,3.9,pm25
New York,2017-01-30,20,20,,,,pm25
Delhi,2017-01-31,306,306,,,,pm25
London,2017-01-31,25,25,21.0,26.1,3.9,pm25
New York,2017-01-31,20,20,,,,pm25
Delhi,2017-02-01,306,306,,,,pm25
London,2017-02-01,25,25,21.0,26.1,3.9,pm25
New York,2017-02-01,20,20,,,,pm25
Delhi,2017-02-02,306,306,,,,pm25
London,2017-02-02,25,25,21.0,26.1,3.9,pm25
New York,2017-02-02,20,20,,,,pm25
Delhi,2017-02-03,306,306,,,,pm25
London,2017-02-03,25,25,21.0,26.1,3.9,pm25
New York,2017-02-03,20,20,,,,pm25
Delhi,2017-02-04,306,306,,,,pm25
London,2017-02-04,25,25,21.0,26.1,3.9,pm25
New York,2017-02-04,20,20,,,,pm25
Delhi,2017-02-05,306,306,,,,pm25
London,2017-02-05,25,25,21.0,26.1,3.9,pm25
New York,2017-02-05,20,20,,,,pm25
Delhi,2017-02-06,306,306,,,,pm25
London,2017-02-06,25,25,21.0,26.1,3.9,pm25
New York,2017-02-06,20,20,,,,pm25
Delhi,2017-02-07,306,306,,,,pm25
London,2017-02-07,25,25,21.0,26.1,3.9,pm25
New York,2017-02-07,20,20,,,,pm25
Delhi,2017-02-08,306,306,,,,pm25
London,2017-02-08,25,25,21.0,26.1,3.9,pm25
New York,2017-02-08,20,20,,,,pm25
Delhi,2017-02-09,306,306,,,,pm25
London,2017-02-09,25,25,21.0,26.1,3.9,pm25
New York,2017-02-09,20,20,,,,pm25
Delhi,2017-02-10,306,306,,,,pm25
London,2017-02-10,25,25,21.0,26.1,3.9,pm25
New York,2017-02-10,20,20,,,,pm25
Delhi,2017-02-11,306,306,,,,pm25
London,2017-02-11,25,25,21.0,26.1,3.9,pm25
New York,2017-02-11,20,20,,,,pm25
Delhi,2017-02-12,306,306,,,,pm25
London,2017-02-12,25,25,21.0,26.1,3.9,pm25
New York,2017-02-12,20,20,,,,pm25
Delhi,2017-02-13,306,306,,,,pm25
London,2017-02-13,25,25,21.0,26.1,3.9,pm25
New York,2017-02-13,20,20,,,,pm25
Delhi,2017-02-14,306,306,,,,pm25
London,2017-02-14,25,25,21.0,26.1,3.9,pm25
New York,2017-02-14,20,20,,,,pm25
Delhi,2017-02-15,306,306,,,,pm25
London,2017-02-15,25,25,21.0,26.1,3.9,pm25
New York,2017-02-15,20,20,,,,pm25
Delhi,2017-02-16,306,306,,,,pm25
London,2017-02-16,25,25,21.0,26.1,3.9,pm25
New York,2017-02-16,20,20,,,,pm25
Delhi,2017-02-17,306,306,,,,pm25
London,2017-02-17,25,25,21.0,26.1,3.9,pm25
New York,2017-02-17,20,20,,,,pm25
Delhi,2017-02-18,306,306,,,,pm25
London,2017-02-18,25,25,21.0,26.1,3.9,pm25
New York,2017-02-18,20,20,,,,pm25
Delhi,2017-02-19,306,306,,,,pm25
London,2017-02-19,25,25,21.0,26.1,3.9,pm25
New York,2017-02-19,20,20,,,,pm25
Delhi,2017-02-20,306,306,,,,pm25
London,2017-02-20,25,25,21.0,26.1,3.9,pm25
New York,2017-02-20,20,20,,,,pm25
Delhi,2017-02-21,306,306,,,,pm25
London,2017-02-21,25,25,21.0,26.1,3.9,pm25
New York,2017-02-21,20,20,,,,pm25
Delhi,2017-02-22,306,306,,,,pm25
London,2017-02-22,25,25,21.0,26.1,3.9,pm25
New York,2017-02-22,20,20,,,,pm25
Delhi,2017-02-23,306,306,,,,pm25
London,2017-02-23,25,25,21.0,26.1,3.9,pm25
New York,2017-02-23,20,20,,,,pm25
Delhi,2017-02-24,306,306,,,,pm25
London,2017-02-24,25,25,21.0,26.1,3.9,pm25
New York,2017-02-24,20,20,,,,pm25
Delhi,2017-02-25,306,306,,,,pm25
London,2017-02-25,25,25,21.0,26.1,3.9,pm25
New York,2017-02-25,20,20,,,,pm25
Delhi,2017-02-26,306,306,,,,pm25
London,2017-02-26,25,25,21.0,26.1,3.9,pm25
New York,2017-02-26,20,20,,,,pm25
Delhi,2017-02-27,306,306,,,,pm25
London,2017-02-27,25,25,21.0,26.1,3.9,pm25
New York,2017-02-27,20,20,,,,pm25
Delhi,2017-02-28,306,306,,,,pm25
London,2017-02-28,25,25,21.0,26.1,3.9,pm25
New York,2017-02-28,20,20,,,,pm25
Delhi,2017-03-01,306,306,,,,pm25
London,2017-03-01,25,25,21.0,26.1,3.9,pm25
New York,2017-03-01,20,20,,,,pm25
Delhi,2017-03-02,306,306,,,,pm25
London,2017-03-02,25,25,21.0,26.1,3.9,pm25
New York,2017-03-02,20,20,,,,pm25
Delhi,2017-03-03,306,306,,,,pm25
London,2017-03-03,25,25,21.0,26.1,3.9,pm25
New York,2017-03-03,20,20,,,,pm25
Delhi,2017-03-04,306,306,,,,pm25
London,2017-03-04,25,25,21.0,26.1,3.9,pm25
New York,2017-03-04,20,20,,,,pm25
Delhi,2017-03-05,306,306,,,,pm25
London,2017-03-05,25,25,21.0,26.1,3.9,pm25
New York,2017-03-05,20,20,,,,pm25
Delhi,2017-03-06,306,306,,,,pm25
London,2017-03-06,25,25,21.0,26.1,3.9,pm25
New York,2017-03-06,20,20,,,,pm25
Delhi,2017-03-07,306,306,,,,pm25
London,2017-03-07,25,25,21.0,26.1,3.9,pm25
New York,2017-03-07,20,20,,,,pm25
Delhi,2017-03-08,306,306,,,,pm25
London,2017-03-08,25,25,21.0,26.1,3.9,pm25
New York,2017-03-08,20,20,,,,pm25
Delhi,2017-03-09,306,306,,,,pm25
London,2017-03-09,25,25,21.0,26.1,3.9,pm25
New York,2017-03-09,20,20,,,,pm25
Delhi,2017-03-10,306,306,,,,pm25
London,2017-03-10,25,25,21.0,26.1,3.9,pm25
New York,2017-03-10,20,20,,,,pm25
Delhi,2017-03-11,306,306,,,,pm25
London,2017-03-11,25,25,21.0,26.1,3.9,pm25
New York,2017-03-11,20,20,,,,pm25
Delhi,2017-03-12,306,306,,,,pm25
London,2017-03-12,25,25,21.0,26.1,3.9,pm25
New York,2017-03-12,20,20,,,,pm25
Delhi,2017-03-13,306,306,,,,pm25
London,2017-03-13,25,25,21.0,26.1,3.9,pm25
New York,2017-03-13,20,20,,,,pm25
Delhi,2017-03-14,306,306,,,,pm25
London,2017-03-14,25,25,21.0,26.1,3.9,pm25
New York,2017-03-14,20,20,,,,pm25
Delhi,2017-03-15,306,306,,,,pm25
London,2017-03-15,25,25,21.0,26.1,3.9,pm25
New York,2017-03-15,20,20,,,,pm25
Delhi,2017-03-16,306,306,,,,pm25
London,2017-03-16,25,25,21.0,26.1,3.9,pm25
New York,2017-03-16,20,20,,,,pm25
Delhi,2017-03-17,306,306,,,,pm25
London,2017-03-17,25,25,21.0,26.1,3.9,pm25
New York,2017-03-17,20,20,,,,pm25
Delhi,2017-03-18,306,306,,,,pm25
London,2017-03-18,25,25,21.0,26.1,3.9,pm25
New York,2017-03-18,20,20,,,,pm25
Delhi,2017-03-19,306,306,,,,pm25
London,2017-03-19,25,25,21.0,26.1,3.9,pm25
New York,2017-03-19,20,20,,,,pm25
Delhi,2017-03-20,306,306,,,,pm25
London,2017-03-20,25,25,21.0,26.1,3.9,pm25
New York,2017-03-20,20,20,,,,pm25
Delhi,2017-03-21,306,306,,,,pm25
London,2017-03-21,25,25,21.0,26.1,3.9,pm25
New York,2017-03-21,20,20,,,,pm25
Delhi,2017-03-22,306,306,,,,pm25
London,2017-03-22,25,25,21.0,26.1,3.9,pm25
New York,2017-03-22,20,20,,,,pm25
Delhi,2017-03-23,306,306,,,,pm25
London,2017-03-23,25,25,21.0,26.1,3.9,pm25
New York,2017-03-23,20,20,,,,pm25
Delhi,2017-03-24,306,306,,,,pm25
London,2017-03-24,25,25,21.0,26.1,3.9,pm25
New York,2017-03-24,20,20,,,,pm25
Delhi,2017-03-25,306,306,,,,pm25
London,2017-03-25,25,25,21.0,26.1,3.9,pm25
New York,2017-03-25,20,20,,,,pm25
Delhi,2017-03-26,306,306,,,,pm25
London,2017-03-26,25,25,21.0,26.1,3.9,pm25
New York,2017-03-26,20,20,,,,pm25
Delhi,2017-03-27,306,306,,,,pm25
London,2017-03-27,25,25,21.0,26.1,3.9,pm25
New York,2017-03-27,20,20,,,,pm25
Delhi,2017-03-28,306,306,,,,pm25
London,2017-03-28,25,25,21.0,26.1,3.9,pm25
New York,2017-03-28,20,20,,,,pm25
Delhi,2017-03-29,306,306,,,,pm25
London,2017-03-29,25,25,21.0,26.1,3.9,pm25
New York,2017-03-29,20,20,,,,pm25
Delhi,2017-03-30,306,306,,,,pm25
London,2017-03-30,25,25,21.0,26.1,3.9,pm25
New York,2017-03-30,20,20,,,,pm25
Delhi,2017-03-31,306,306,,,,pm25
London,2017-03-31,25,25,21.0,26.1,3.9,pm25
New York,2017-03-31,20,20,,,,pm25
Delhi,2017-04-01,306,306,,,,pm25
London,2017-04-01,25,25,21.0,26.1,3.9,pm25
New York,2017-04-01,20,20,,,,pm25
Delhi,2017-04-02,306,306,,,,pm25
London,2017-04-02,25,25,21.0,26.1,3.9,pm25
New York,2017-04-02,20,20,,,,pm25
Delhi,2017-04-03,306,306,,,,pm25
London,2017-04-03,25,25,21.0,26.1,3.9,pm25
New York,2017-04-03,20,20,,,,pm25
Delhi,2017-04-04,306,306,,,,pm25
London,2017-04-04,25,25,21.0,26.1,3.9,pm25
New York,2017-04-04,20,20,,,,pm25
Delhi,2017-04-05,306,306,,,,pm25
London,2017-04-05,25,25,21.0,26.1,3.9,pm25
New York,2017-04-05,20,20,,,,pm25
Delhi,2017-04-06,306,306,,,,pm25
London,2017-04-06,25,25,21.0,26.1,3.9,pm25
New York,2017-04-06,20,20,,,,pm25
Delhi,2017-04-07,306,306,,,,pm25
London,2017-04-07,25,25,21.0,26.1,3.9,pm25
New York,2017-04-07,20,20,,,,pm25
Delhi,2017-04-08,306,306,,,,pm25
London,2017-04-08,25,25,21.0,26.1,3.9,pm25
New York,2017-04-08,20,20,,,,pm25
Delhi,2017-04-09,306,306,,,,pm25
London,2017-04-09,25,25,21.0,26.1,3.9,pm25
New York,2017-04-09,20,20,,,,pm25
Delhi,2017-04-10,306,306,,,,pm25
London,2017-04-10,25,25,21.0,26.1,3.9,pm25
New York,2017-04-10,20,20,,,,pm25
Delhi,2017-04-11,306,306,,,,pm25
London,2017-04-11,25,25,21.0,26.1,3.9,pm25
New York,2017-04-11,20,20,,,,pm25
Delhi,2017-04-12,306,306,,,,pm25
London,2017-04-12,25,25,21.0,26.1,3.9,pm25
New York,2017-04-12,20,20,,,,pm25
Delhi,2017-04-13,306,306,,,,pm25
London,2017-04-13,25,25,21.0,26.1,3.9,pm25
New York,2017-04-13,20,20,,,,pm25
Delhi,2017-04-14,306,306,,,,pm25
London,2017-04-14,25,25,21.0,26.1,3.9,pm25
New York,2017-04-14,20,20,,,,pm25
Delhi,2017-04-15,306,306,,,,pm25
London,2017-04-15,25,25,21.0,26.1,3.9,pm25
New York,2017-04-15,20,20,,,,pm25
Delhi,2017-04-16,306,306,,,,pm25
London,2017-04-16,25,25,21.0,26.1,3.9,pm25
New York,2017-04-16,20,20,,,,pm25
Delhi,2017-04-17,306,306,,,,pm25
London,2017-04-17,25,25,21.0,26.1,3.9,pm25
New York,2017-04-17,20,20,,,,pm25
Delhi,2017-04-18,306,306,,,,pm25
London,2017-04-18,25,25,21.0,26.1,3.9,pm25
New York,2017-04-18,20,20,,,,pm25
Delhi,2017-04-19,306,306,,,,pm25
London,2017-04-19,25,25,21.0,26.1,3.9,pm25
New York,2017-04-19,20,20,,,,pm25
Delhi,2017-04-20,306,306,,,,pm25
London,2017-04-20,25,25,21.0,26.1,3.9,pm25
New York,2017-04-20,20,20,,,,pm25
Delhi,2017-04-21,306,306,,,,pm25
London,2017-04-21,25,25,21.0,26.1,3.9,pm25
New York,2017-04-21,20,20,,,,pm25
Delhi,2017-04-22,306,306,,,,pm25
London,2017-04-22,25,25,21.0,26.1,3.9,pm25
New York,2017-04-22,20,20,,,,pm25
Delhi,2017-04-23,306,306,,,,pm25
London,2017-04-23,25,25,21.0,26.1,3.9,pm25
New York,2017-04-23,20,20,,,,pm25
Delhi,2017-04-24,306,306,,,,pm25
London,2017-04-24,25,25,21.0,26.1,3.9,pm25
New York,2017-04-24,20,20,,,,pm25
Delhi,2017-04-25,306,306,,,,pm25
London,2017-04-25,25,25,21.0,26.1,3.9,pm25
New York,2017-04-25,20,20,,,,pm25
Delhi,2017-04-26,306,306,,,,pm25
London,2017-04-26,25,25,21.0,26.1,3.9,pm25
New York,2017-04-26,20,20,,,,pm25
Delhi,2017-04-27,306,306,,,,pm25
London,2017-04-27,25,25,21.0,26.1,3.9,pm25
New York,2017-04-27,20,20,,,,pm25
Delhi,2017-04-28,306,306,,,,pm25
London,2017-04-28,25,25,21.0,26.1,3.9,pm25
New York,2017-04-28,20,20,,,,pm25
Delhi,2017-04-29,306,306,,,,pm25
London,2017-04-29,25,25,21.0,26.1,3.9,pm25
New York,2017-04-29,20,20,,,,pm25
Delhi,2017-04-30,306,306,,,,pm25
London,2017-04-30,25,25,21.0,26.1,3.9,pm25
New York,2017-04-30,20,20,,,,pm25
Delhi,2017-05-01,306,306,,,,pm25
London,2017-05-01,25,25,21.0,26.1,3.9,pm25
New York,2017-05-01,20,20,,,,pm25
Delhi,2017-05-02,306,306,,,,pm25
London,2017-05-02,25,25,21.0,26.1,3.9,pm25
New York,2017-05-02,20,20,,,,pm25
Delhi,2017-05-03,306,306,,,,pm25
London,2017-05-03,25,25,21.0,26.1,3.9,pm25
New York,2017-05-03,20,20,,,,pm25
Delhi,2017-05-04,306,306,,,,pm25
London,2017-05-04,25,25,21.0,26.1,3.9,pm25
New York,2017-05-04,20,20,,,,pm25
Delhi,2017-05-05,306,306,,,,pm25
London,2017-05-05,25,25,21.0,26.1,3.9,pm25
New York,2017-05-05,20,20,,,,pm25
Delhi,2017-05-06,306,306,,,,pm25
London,2017-05-06,25,25,21.0,26.1,3.9,pm25
New York,2017-05-06,20,20,,,,pm25
Delhi,2017-05-07,306,306,,,,pm25
London,2017-05-07,25,25,21.0,26.1,3.9,pm25
New York,2017-05-07,20,20,,,,pm25
Delhi,2017-05-08,306,306,,,,pm25
London,2017-05-08,25,25,21.0,26.1,3.9,pm25
New York,2017-05-08,20,20,,,,pm25
Delhi,2017-05-09,306,306,,,,pm25
London,2017-05-09,25,25,21.0,26.1,3.9,pm25
New York,2017-05-09,20,20,,,,pm25
Delhi,2017-05-10,306,306,,,,pm25
London,2017-05-10,25,25,21.0,26.1,3.9,pm25
New York,2017-05-10,20,20,,,,pm25
Delhi,2017-05-11,306,306,,,,pm25
London,2017-05-11,25,25,21.0,26.1,3.9,pm25
New York,2017-05-11,20,20,,,,pm25
Delhi,2017-05-12,306,306,,,,pm25
London,2017-05-12,25,25,21.0,26.1,3.9,pm25
New York,2017-05-12,20,20,,,,pm25
Delhi,2017-05-13,306,306,,,,pm25
London,2017-05-13,25,25,21.0,26.1,3.9,pm25
New York,2017-05-13,20,20,,,,pm25
Delhi,2017-05-14,306,306,,,,pm25
London,2017-05-14,25,25,21.0,26.1,3.9,pm25
New York,2017-05-14,20,20,,,,pm25
Delhi,2017-05-15,306,306,,,,pm25
London,2017-05-15,25,25,21.0,26.1,3.9,pm25
New York,2017-05-15,20,20,,,,pm25
Delhi,2017-05-16,306,306,,,,pm25
London,2017-05-16,25,25,21.0,26.1,3.9,pm25
New York,2017-05-16,20,20,,,,pm25
Delhi,2017-05-17,306,306,,,,pm25
London,2017-05-17,25,25,21.0,26.1,3.9,pm25
New York,2017-05-17,20,20,,,,pm25
Delhi,2017-05-18,306,306,,,,pm25
London,2017-05-18,25,25,21.0,26.1,3.9,pm25
New York,2017-05-18,20,20,,,,pm25
Delhi,2017-05-19,306,306,,,,pm25
London,2017-05-19,25,25,21.0,26.1,3.9,pm25
New York,2017-05-19,20,20,,,,pm25
Delhi,2017-05-20,306,306,,,,pm25
London,2017-05-20,25,25,21.0,26.1,3.9,pm25
New York,2017-05-20,20,20,,,,pm25
Delhi,2017-05-21,306,306,,,,pm25
London,2017-05-21,25,25,21.0,26.1,3.9,pm25
New York,2017-05-21,20,20,,,,pm25
Delhi,2017-05-22,306,306,,,,pm25
London,2017-05-22,25,25,21.0,26.1,3.9,pm25
New York,2017-05-22,20,20,,,,pm25
Delhi,2017-05-23,306,306,,,,pm25
London,2017-05-23,25,25,21.0,26.1,3.9,pm25
New York,2017-05-23,20,20,,,,pm25
Delhi,2017-05-24,306,306,,,,pm25
London,2017-05-24,25,25,21.0,26.1,3.9,pm25
New York,2017-05-24,20,20,,,,pm25
Delhi,2017-05-25,306,306,,,,pm25
London,2017-05-25,25,25,21.0,26.1,3.9,pm25
New York,2017-05-25,20,20,,,,pm25
Delhi,2017-05-26,306,306,,,,pm25
London,2017-05-26,25,25,21.0,26.1,3.9,pm25
New York,2017-05-26,20,20,,,,pm25
Delhi,2017-05-27,306,306,,,,pm25
London,2017-05-27,25,25,21.0,26.1,3.9,pm25
New York,2017-05-27,20,20,,,,pm25
Delhi,2017-05-28,306,306,,,,pm25
London,2017-05-28,25,25,21.0,26.1,3.9,pm25
New York,2017-05-28,20,20,,,,pm25
Delhi,2017-05-29,306,306,,,,pm25
London,2017-05-29,25,25,21.0,26.1,3.9,pm25
New York,2017-05-29,20,20,,,,pm25
Delhi,2017-05-30,306,306,,,,pm25
London,2017-05-30,25,25,21.0,26.1,3.9,pm25
New York,2017-05-30,20,20,,,,pm25
Delhi,2017-05-31,306,306,,,,pm25
London,2017-05-31,25,25,21.0,26.1,3.9,pm25
New York,2017-05-31,20,20,,,,pm25
Delhi,2017-06-01,306,306,,,,pm25
London,2017-06-01,25,25,21.0,26.1,3.9,pm25
New York,2017-06-01,20,20,,,,pm25
Delhi,2017-06-02,306,306,,,,pm25
London,2017-06-02,25,25,21.0,26.1,3.9,pm25
New York,2017-06-02,20,20,,,,pm25
Delhi,2017-06-03,306,306,,,,pm25
London,2017-06-03,25,25,21.0,26.1,3.9,pm25
New York,2017-06-03,20,20,,,,pm25
Delhi,2017-06-04,306,306,,,,pm25
London,2017-06-04,25,25,21.0,26.1,3.9,pm25
New York,2017-06-04,20,20,,,,pm25
Delhi,2017-06-05,306,306,,,,pm25
London,2017-06-05,25,25,21.0,26.1,3.9,pm25
New York,2017-06-05,20,20,,,,pm25
Delhi,2017-06-06,306,306,,,,pm25
London,2017-06-06,25,25,21.0,26.1,3.9,pm25
New York,2017-06-06,20,20,,,,pm25
Delhi,2017-06-07,306,306,,,,pm25
London,2017-06-07,25,25,21.0,26.1,3.9,pm25
New York,2017-06-07,20,20,,,,pm25
Delhi,2017-06-08,306,306,,,,pm25
London,2017-06-08,25,25,21.0,26.1,3.9,pm25
New York,2017-06-08,20,20,,,,pm25
Delhi,2017-06-09,306,306,,,,pm25
London,2017-06-09,25,25,21.0,26.1,3.9,pm25
New York,2017-06-09,20,20,,,,pm25
Delhi,2017-06-10,306,306,,,,pm25
London,2017-06-10,25,25,21.0,26.1,3.9,pm25
New York,2017-06-10,20,20,,,,pm25
Delhi,2017-06-11,306,306,,,,pm25
London,2017-06-11,25,25,21.0,26.1,3.9,pm25
New York,2017-06-11,20,20,,,,pm25
Delhi,2017-06-12,306,306,,,,pm25
London,2017-06-12,25,25,21.0,26.1,3.9,pm25
New York,2017-06-12,20,20,,,,pm25
Delhi,2017-06-13,306,306,,,,pm25
London,2017-06-13,25,25,21.0,26.1,3.9,pm25
New York,2017-06-13,20,20,,,,pm25
Delhi,2017-06-14,306,306,,,,pm25
London,2017-06-14,25,25,21.0,26.1,3.9,pm25
New York,2017-06-14,20,20,,,,pm25
Delhi,2017-06-15,306,306,,,,pm25
London,2017-06-15,25,25,21.0,26.1,3.9,pm25
New York,2017-06-15,20,20,,,,pm25
Delhi,2017-06-16,306,306,,,,pm25
London,2017-06-16,25,25,21.0,26.1,3.9,pm25
New York,2017-06-16,20,20,,,,pm25
Delhi,2017-06-17,306,306,,,,pm25
London,2017-06-17,25,25,21.0,26.1,3.9,pm25
New York,2017-06-17,20,20,,,,pm25
Delhi,2017-06-18,306,306,,,,pm25
London,2017-06-18,25,25,21.0,26.1,3.9,pm25
New York,2017-06-18,20,20,,,,pm25
Delhi,2017-06-19,306,306,,,,pm25
London,2017-06-19,25,25,21.0,26.1,3.9,pm25
New York,2017-06-19,20,20,,,,pm25
Delhi,2017-06-20,306,306,,,,pm25
London,2017-06-20,25,25,21.0,26.1,3.9,pm25
New York,2017-06-20,20,20,,,,pm25
Delhi,2017-06-21,306,306,,,,pm25
London,2017-06-21,25,25,21.0,26.1,3.9,pm25
New York,2017-06-21,20,20,,,,pm25
Delhi,2017-06-22,306,306,,,,pm25
London,2017-06-22,25,25,21.0,26.1,3.9,pm25
New York,2017-06-22,20,20,,,,pm25
Delhi,2017-06-23,306,306,,,,pm25
London,2017-06-23,25,25,21.0,26.1,3.9,pm25
New York,2017-06-23,20,20,,,,pm25
Delhi,2017-06-24,306,306,,,,pm25
London,2017-06-24,25,25,21.0,26.1,3.9,pm25
New York,2017-06-24,20,20,,,,pm25
Delhi,2017-06-25,306,306,,,,pm25
London,2017-06-25,25,25,21.0,26.1,3.9,pm25
New York,2017-06-25,20,20,,,,pm25
Delhi,2017-06-26,306,306,,,,pm25
London,2017-06-26,25,25,21.0,26.1,3.9,pm25
New York,2017-06-26,20,20,,,,pm25
Delhi,2017-06-27,306,306,,,,pm25
London,2017-06-27,25,25,21.0,26.1,3.9,pm25
New York,2017-06-27,20,20,,,,pm25
Delhi,2017-06-28,306,306,,,,pm25
London,2017-06-28,25,25,21.0,26.1,3.9,pm25
New York,2017-06-28,20,20,,,,pm25
Delhi,2017-06-29,306,306,,,,pm25
London,2017-06-29,25,25,21.0,26.1,3.9,pm25
New York,2017-06-29,20,20,,,,pm25
Delhi,2017-06-30,306,306,,,,pm25
London,2017-06-30,25,25,21.0,26.1,3.9,pm25
New York,2017-06-30,20,20,,,,pm25
Delhi,2017-07-01,306,306,,,,pm25
London,2017-07-01,25,25,21.0,26.1,3.9,pm25
New York,2017-07-01,20,20,,,,pm25
Delhi,2017-07-02,306,306,,,,pm25
